33.6,1
26.6,0
23.3,1
28.1,0
43.1,1
25.6,0
31,1
35.3,0
30.5,1
0,1
37.6,0
38,1
27.1,0
30.1,1
25.8,1
30,1
45.8,1
29.6,1
43.3,0
34.6,1
39.3,0
35.4,0
39.8,1
29,1
36.6,1
31.1,1
39.4,1
23.2,0
22.2,0
34.1,0
36,0
31.6,1
24.8,0
19.9,0
27.6,0
24,0
33.2,0
32.9,1
38.2,1
37.1,1
34,0
40.2,0
22.7,0
45.4,1
27.4,0
42,1
29.7,0
28,0
39.1,1
0,0
19.4,0
24.2,0
24.4,0
33.7,1
34.7,0
23,0
37.7,1
46.8,0
40.5,0
41.5,0
0,0
32.9,1
25,0
25.4,0
32.8,1
29,0
32.5,1
42.7,0
19.6,0
28.9,0
32.9,1
28.6,0
43.4,1
35.1,0
32,0
24.7,0
32.6,0
37.7,0
43.2,1
25,0
22.4,0
0,0
29.3,0
24.6,0
48.8,1
32.4,0
36.6,0
38.5,0
37.1,1
26.5,0
19.1,0
32,0
46.7,0
23.8,1
24.7,0
33.9,0
31.6,0
20.4,0
28.7,0
49.7,1
39,1
26.1,0
22.5,0
26.6,0
39.6,0
28.7,0
22.4,0
29.5,0
34.3,0
37.4,1
33.3,1
34,1
31.2,0
34,0
30.5,1
31.2,1
34,1
33.7,0
28.2,0
23.2,0
53.2,1
34.2,0
33.6,0
26.8,0
33.3,1
55,1
42.9,0
33.3,0
34.5,1
27.9,1
29.7,1
33.3,1
34.5,1
38.3,0
21.1,0
33.8,0
30.8,0
28.7,0
31.2,0
36.9,0
21.1,0
39.5,0
32.5,0
32.4,1
32.8,0
0,0
32.8,0
30.5,0
33.7,0
27.3,0
37.4,0
21.9,0
34.3,1
40.6,0
47.9,1
50,1
24.6,0
25.2,0
29,0
40.9,1
29.7,0
37.2,0
44.2,0
29.7,0
31.6,1
29.9,1
32.5,0
29.6,0
31.9,0
28.4,0
30.8,1
35.4,1
28.9,0
43.5,0
29.7,0
32.7,1
31.2,0
67.1,1
45,0
39.1,1
23.2,0
34.9,0
27.7,0
26.8,0
27.6,0
35.9,1
30.1,1
32,1
27.9,1
31.6,1
22.6,0
33.1,0
30.4,1
52.3,1
24.4,0
39.4,1
24.3,0
22.9,1
34.8,1
30.9,1
31,0
40.1,0
27.3,0
20.4,0
37.7,0
23.9,0
37.5,1
37.7,1
33.2,0
35.5,1
27.7,0
42.8,0
34.2,0
42.6,1
34.2,1
41.8,1
35.8,1
30,0
29,1
37.8,1
34.6,1
31.6,1
25.2,0
28.8,0
23.6,0
34.6,0
35.7,0
37.2,1
36.7,0
45.2,0
44,1
46.2,1
25.4,0
35,0
29.7,0
43.6,1
35.9,1
44.1,1
30.8,1
18.4,0
29.2,0
33.1,0
25.6,1
27.1,1
38.2,0
30,1
31.2,0
52.3,0
35.4,0
30.1,0
31.2,0
28,0
24.4,0
35.8,0
27.6,1
33.6,1
30.1,0
28.7,0
25.9,0
33.3,1
30.9,0
30,1
32.1,0
32.4,0
32,1
33.6,0
36.3,1
40,0
25.1,0
27.5,1
45.6,1
25.2,0
23,0
33.2,0
34.2,0
40.5,0
26.5,1
27.8,0
24.9,0
25.3,0
37.9,1
35.9,0
32.4,0
30.4,1
27,1
26,0
38.7,0
45.6,1
20.8,0
36.1,0
36.9,0
36.6,1
43.3,1
40.5,1
21.9,0
35.5,0
28,1
30.7,0
36.6,1
23.6,0
32.3,1
31.6,1
35.8,0
52.9,1
21,0
39.7,0
25.5,1
24.8,0
30.5,1
32.9,1
26.2,0
39.4,0
26.6,1
29.5,0
35.9,1
34.1,0
19.3,0
30.5,1
38.1,0
23.5,1
27.5,0
31.6,1
27.4,1
26.8,1
35.7,0
25.6,0
35.1,1
35.1,0
45.5,1
30.8,0
23.1,0
32.7,0
43.3,1
23.6,0
23.9,0
47.9,0
33.8,0
31.2,1
34.2,1
39.9,1
25.9,0
25.9,0
32,0
34.7,0
36.8,0
38.5,0
28.7,0
23.5,0
21.8,0
41,1
42.2,0
31.2,0
34.4,0
27.2,0
42.7,0
30.4,1
33.3,1
39.9,1
35.3,0
36.5,1
31.2,1
29.8,0
39.2,0
38.5,1
34.9,0
34,0
27.6,1
21,0
27.5,0
32.8,1
38.4,1
0,0
35.8,0
34.9,0
36.2,0
39.2,1
25.2,0
37.2,0
48.3,1
43.4,0
30.8,0
20,0
25.4,0
25.1,0
24.3,0
22.3,0
32.3,1
43.3,1
32,1
31.6,0
32,0
45.7,1
23.7,0
22.1,0
32.9,1
27.7,0
24.7,0
34.3,1
21.1,0
34.9,1
32,1
24.2,0
35,1
31.6,0
32.9,1
42.1,0
28.9,1
21.9,0
25.9,1
42.4,1
35.7,0
34.4,0
42.4,0
26.2,0
34.6,1
35.7,1
27.2,0
38.5,1
18.2,0
26.4,1
45.3,0
26,0
40.6,0
30.8,0
42.9,1
37,1
0,0
34.1,1
40.6,0
35,1
22.2,0
30.4,0
30,0
25.6,0
24.5,0
42.4,1
37.4,0
29.9,0
18.2,0
36.8,0
34.3,1
32.2,0
33.2,0
30.5,1
29.7,1
59.4,1
25.3,0
36.5,0
33.6,1
30.5,0
21.2,0
28.9,1
39.9,0
19.6,0
37.8,0
33.6,1
26.7,0
30.2,0
37.6,1
25.9,0
20.8,0
21.8,0
35.3,0
27.6,0
24,0
21.8,0
27.8,0
36.8,0
30,1
46.1,0
41.3,0
33.2,0
38.8,0
29.9,0
28.9,0
27.3,0
33.7,1
23.8,0
25.9,0
28,0
35.5,1
35.2,0
27.8,0
38.2,0
44.2,1
42.3,1
40.7,0
46.5,0
25.6,0
26.1,0
36.8,0
33.5,0
32.8,0
28.9,1
0,0
26.6,0
26,0
30.1,0
25.1,1
29.3,0
25.2,0
37.2,0
39,1
33.3,0
37.3,0
33.3,0
36.5,1
28.6,0
30.4,0
25,0
29.7,1
22.1,0
24.2,0
27.3,0
25.6,0
31.6,1
30.3,1
37.6,0
32.8,0
19.6,0
25,0
33.2,0
0,0
34.2,1
31.6,0
21.8,0
18.2,0
26.3,0
30.8,0
24.6,0
29.8,0
45.3,0
41.3,0
29.8,0
33.3,0
32.9,1
29.6,0
21.7,0
36.3,0
36.4,1
39.4,1
32.4,1
34.9,1
39.5,0
32,0
34.5,1
43.6,1
33.1,0
32.8,0
28.5,0
27.4,0
31.9,0
27.8,0
29.9,0
36.9,0
25.5,0
38.1,0
27.8,0
46.2,0
30.1,0
33.8,1
41.3,1
37.6,0
26.9,0
32.4,0
26.1,0
38.6,0
32,0
31.3,0
34.3,1
32.5,0
22.6,0
29.5,0
34.7,0
30.1,0
35.5,0
24,0
42.9,1
27,0
34.7,1
42.1,1
25,0
26.5,0
38.7,0
28.7,1
22.5,0
34.9,1
24.3,0
33.3,1
21.1,0
46.8,1
39.4,0
34.4,1
28.5,0
33.6,0
32,1
45.3,0
27.8,0
36.8,1
23.1,0
27.1,0
23.7,0
27.8,0
35.2,1
28.4,1
35.8,0
40,1
19.5,0
41.5,0
24,0
30.9,0
32.9,1
38.2,1
32.5,0
36.1,1
25.8,0
28.7,0
20.1,0
28.2,1
32.4,1
38.4,0
24.2,0
40.8,0
43.5,0
30.8,0
37.7,0
24.7,0
32.4,0
34.6,0
24.7,0
27.4,1
34.5,0
26.2,0
27.5,0
25.9,0
31.2,1
28.8,0
31.6,0
40.9,1
19.5,0
29.3,0
34.3,0
29.5,1
28,0
27.6,0
39.4,0
23.4,1
37.8,1
28.3,1
26.4,0
25.2,0
33.8,0
34.1,0
26.8,0
34.2,0
38.7,1
21.8,0
38.9,0
39,0
34.2,1
27.7,0
42.9,1
37.6,1
37.9,1
33.7,1
34.8,0
32.5,1
27.5,1
34,0
30.9,0
33.6,0
25.4,0
35.5,0
57.3,0
35.6,0
30.9,1
24.8,1
35.3,0
36,1
24.2,0
24.2,0
49.6,1
44.6,0
32.3,1
0,0
33.2,0
23.1,0
28.3,0
24.1,0
46.1,1
24.6,0
42.3,1
39.1,0
38.5,1
23.5,0
30.4,1
29.9,1
25,0
34.5,0
44.5,0
35.9,0
27.6,1
35,1
38.5,0
28.4,0
39.8,0
0,1
34.4,0
32.8,1
38,1
31.2,0
29.6,0
41.2,1
26.4,0
29.5,0
33.9,1
33.8,1
23.1,0
35.5,0
35.6,1
29.3,0
38.1,0
29.3,1
39.1,0
32.8,0
39.4,0
36.1,0
32.4,0
22.9,0
30.1,0
28.4,1
28.4,1
44.5,1
29,0
23.3,0
35.4,0
27.4,0
32,0
36.6,0
39.5,1
42.3,1
30.8,0
28.5,0
32.7,1
40.6,0
30,0
49.3,1
46.3,0
36.4,1
24.3,1
31.2,1
39,0
26,0
43.3,1
32.4,1
36.5,1
32,0
36.3,1
37.5,0
35.5,1
28.4,0
44,1
22.5,0
32.9,0
36.8,0
26.2,0
30.1,1
30.4,0